context,layer,label,p_true,truth_coord
alone,24,1,0.92131799860493,0.6966306366836813
alone,24,1,0.9599233239826527,0.786379775828811
alone,24,1,0.9677499735813447,0.8149969386329268
alone,24,1,0.9655380305383348,0.8936878668050923
alone,24,1,0.9604953246871445,0.8693613657171877
alone,24,1,0.9242933359040792,0.7699099369761374
alone,24,1,0.9408513541657801,0.8194849708044565
alone,24,1,0.9680647834011129,0.8862215499694008
alone,24,1,0.9730839584555312,0.8929314751408454
alone,24,1,0.9726452058744237,0.9223125040977721
alone,24,1,0.967030138935794,0.9264563528439586
alone,24,1,0.9648739002807291,0.8448032454632903
alone,24,1,0.9909430539244186,1.0895289709585723
alone,24,1,0.9836275728753916,0.8828642802090757
alone,24,1,0.9617026251442787,0.7576882651694068
alone,24,1,0.9823177477653052,1.0012285351142594
alone,24,1,0.9836731834358349,0.9805380487605362
alone,24,1,0.9562577456773659,0.801796083599781
alone,24,1,0.8954982884411725,0.6492246668041783
alone,24,1,0.7840030180875428,0.4878135620185872
alone,24,1,0.7586568804873175,0.4289687837621222
alone,24,1,0.8942807756492211,0.6386035118606477
alone,24,1,0.9948794404468143,1.12188845117879
alone,24,1,0.9931427369442909,1.0482139559869836
alone,24,1,0.9803371125472763,0.8984307677223898
alone,24,1,0.9863446401682979,0.9536143714802033
alone,24,1,0.9801446310107573,0.9858239253709125
alone,24,1,0.9565856970355348,0.8565982345904435
alone,24,1,0.9813965456757305,0.9859425584490207
alone,24,1,0.966274885067154,0.9041480141972451
alone,24,1,0.934760632266611,0.748616422018539
alone,24,1,0.7552278791130299,0.5399611341732431
alone,24,1,0.9167519751936806,0.7071938953850602
alone,24,1,0.9758755517801283,0.8971485379920451
alone,24,1,0.9582226123339254,0.7678165780901343
alone,24,1,0.9857281149857912,0.9952319103256879
alone,24,1,0.9761734203623998,0.8706487708802868
alone,24,1,0.9803741180640881,0.9572622229164569
alone,24,1,0.8761348280408782,0.6109606998438382
alone,24,1,0.9552890869799031,0.7765554154930807
alone,24,1,0.9799592376322144,0.9502738835188433
alone,24,1,0.9553667764506636,0.7524773303897189
alone,24,1,0.980401867135604,0.938760809076463
alone,24,1,0.9863427751687418,1.0039021938539576
alone,24,1,0.9193776004060349,0.7574673907756666
alone,24,1,0.9858710019529839,1.0022599374784447
alone,24,1,0.9904892977553384,1.0154770572686356
alone,24,1,0.9892438017234632,1.0705354700166172
alone,24,1,0.9247043671527095,0.6523549316056807
alone,24,1,0.8736662316679827,0.5844256366424975
alone,24,1,0.754897265163686,0.3940451245159381
alone,24,1,0.97465675805931,0.963666991597764
alone,24,1,0.9845394306216416,0.945988880256806
alone,24,1,0.9609161111743745,0.856553806736946
alone,24,0,0.0005433027610856856,-0.9062178347776061
alone,24,0,0.9118867690791641,0.6561274148842807
alone,24,0,0.03564461064644071,-0.14573695586985144
alone,24,0,0.00021327042325917787,-1.0006123525576425
alone,24,0,0.00034646758495466477,-0.9106348471729402
alone,24,0,0.0011832724397841945,-0.7827331585361464
alone,24,0,0.0009439189928346181,-0.823422942772968
alone,24,0,0.0016774980416778768,-0.6962003424116736
alone,24,0,0.0762771168285631,-0.13576904691648278
alone,24,0,0.0026414214369811844,-0.624356944134729
alone,24,0,0.0002676131745737962,-0.9974812069743363
alone,24,0,0.0003981856238455276,-0.9269130954484375
alone,24,0,0.7146745969631949,0.47977228986161213
alone,24,0,0.003600215545764794,-0.6096255412901885
alone,24,0,0.0009829278768644066,-0.7931203751598749
alone,24,0,0.5469513395082609,0.33397049140236684
alone,24,0,0.011596016301001795,-0.3598383378925608
alone,24,0,0.00046748965931330786,-0.9112394067725723
alone,24,0,0.42326586586762255,0.29762081819843245
alone,24,0,0.00015633472615688023,-1.0430442419827974
alone,24,0,0.6764321758031204,0.4098959548558687
alone,24,0,0.00012060237865012263,-1.0521495256487061
alone,24,0,0.001339214352073764,-0.6937969869612343
alone,24,0,0.06755265976605809,-0.026467695945963626
alone,24,0,0.43706317795283595,0.23306564474454927
alone,24,0,0.0023191920273941064,-0.5795905747969543
alone,24,0,0.009384823279741756,-0.45677708506673703
alone,24,0,0.00039518381087129916,-0.9078440514878191
alone,24,0,0.006341347499328657,-0.43775588007732097
alone,24,0,0.0007802528623187287,-0.8278509677056842
alone,24,0,2.3839073336138035e-05,-1.318732155761201
alone,24,0,0.02411953149340801,-0.2896312885136836
alone,24,0,7.116037011158552e-05,-1.1944778843006643
alone,24,0,0.012720457874322487,-0.35023292482014257
alone,24,0,0.0049629116596109,-0.5135532424644645
alone,24,0,0.00039269483335228314,-0.8880680861270791
alone,24,0,0.00361675478649678,-0.5409420115605046
alone,24,0,6.592903149343054e-05,-1.2055133453737736
alone,24,0,0.002915314492305216,-0.561912894476154
alone,24,0,0.0001637479372142204,-1.0500840078347222
alone,24,0,0.0011346216554134372,-0.8560156459896227
alone,24,0,0.0018868468904868097,-0.6509702988578362
alone,24,0,0.0032947841867938302,-0.5615268710688015
alone,24,0,0.00016786114364169362,-1.028713391279025
alone,24,0,0.25563933172278563,0.14436430943620537
alone,24,0,5.006562806015525e-05,-1.2318768210842834
alone,24,0,0.022877307953914804,-0.18624998029440581
alone,24,0,0.00046308214864106785,-0.9272475348752621
alone,24,0,0.00014618309615091582,-1.0268933717501898
alone,24,0,0.01349296804965687,-0.33936127719975273
alone,24,0,0.0009561715705174688,-0.7057747759470763
alone,24,0,0.001121135336409594,-0.8541794069390254
alone,24,0,0.0720703198058074,-0.0836510435269402
alone,24,0,0.0038172942218019433,-0.4764641628054373
alone,24,0,8.818954755286781e-05,-1.2084127134305769
alone,24,0,0.2074319613200296,0.07707440911640107
alone,24,0,0.006233027565170768,-0.4520473756516779
alone,24,0,0.0006715588909199468,-0.8855161492743562
alone,24,0,0.0011356092562404161,-0.7714755513250886
alone,24,0,5.4817806259717905e-05,-1.1712590440618396
alone,24,0,0.0020364602174806757,-0.6341846086174102
alone,24,0,0.0006387115228055765,-0.8229955254418497
alone,24,0,0.0005847718340268617,-0.8349634533526905
alone,24,0,0.008035236158860194,-0.4114099671101847
alone,24,0,0.006467972873678213,-0.4827999444078489
alone,24,0,0.6872725015795074,0.3730690948714164
alone,24,0,0.17806728414074527,0.10168677103344409
alone,24,0,0.6274630831432255,0.37521665582470115
alone,24,0,0.37526764895456355,0.1964143361814616
alone,24,0,0.0017436755273852569,-0.668990751611013
alone,24,0,0.03851442463455158,-0.14583533402452567
alone,24,0,7.868852086626137e-05,-1.1779331143771032
alone,24,0,0.0082321591129722,-0.3969105574939572
alone,24,0,0.7832866886460035,0.5381790252569322
alone,24,0,0.0016845079927214084,-0.7160147229828064
alone,24,0,0.0001722935619816278,-1.0297602600100024
alone,24,0,0.006359425484173429,-0.42030854356821257
alone,24,0,0.00010216029485163765,-1.1203187197094353
alone,24,0,0.001029814654264159,-0.7677294570823741
alone,24,0,5.849913904090424e-05,-1.1860780612992166
alone,24,0,0.00010231941768516656,-1.1041633463842215
alone,24,0,0.0023808010118632644,-0.5534462381320815
alone,24,0,0.03422582563410823,-0.2133165896140934
alone,24,0,0.02918542385991725,-0.18903879392434186
alone,24,0,0.0009054113597551124,-0.8109245027326603
alone,24,0,3.127650961762888e-05,-1.277878479091555
alone,24,0,0.00016298214369957917,-1.0978643987788792
alone,24,0,0.02546883337812168,-0.25758754667208206
alone,24,0,9.852272973725972e-05,-1.113732042799379
alone,24,0,0.001875777553049961,-0.6238671680690607
alone,24,0,0.01355293870529354,-0.35501045827260314
alone,24,0,0.013851278212438466,-0.4368382700301355
alone,24,0,0.05535421268869514,-0.09546887604028075
alone,24,0,0.3072647797096433,0.18170583701249413
alone,24,0,0.00017515486480656093,-1.0454364837175583
alone,24,0,0.8370113821361224,0.5761679279945983
alone,24,0,0.00029401979687095173,-0.9545634565512557
alone,24,0,0.0288113523863285,-0.20321912578306767
alone,24,0,7.199796873111534e-05,-1.3499861163114222
alone,24,0,0.0013725180243984612,-0.7098291609600968
alone,28,1,0.962997071236421,1.1996767888523876
alone,28,1,0.9272917225949807,1.016974104034316
alone,28,1,0.9722872775682257,1.30449355521958
alone,28,1,0.902642122855744,0.9196527055689904
alone,28,1,0.9063688776758485,0.8865547766582185
alone,28,1,0.8713160406516917,0.8147369637544186
alone,28,1,0.975778785379325,1.294041266037553
alone,28,1,0.9775658774054073,1.3226680398847142
alone,28,1,0.9035750591265901,0.9331776140885892
alone,28,1,0.9713514674527909,1.2807974823434516
alone,28,1,0.9192918939633806,0.9605259068288443
alone,28,1,0.9771558763816469,1.3117235638753153
alone,28,1,0.9618609708128699,1.2235383006335403
alone,28,1,0.9619283262207651,1.1720370691796922
alone,28,1,0.9848549018588992,1.428737234587973
alone,28,1,0.9460770559807002,1.0870750248776286
alone,28,1,0.9635851819468824,1.1999690607445412
alone,28,1,0.9665531526605822,1.2464586475057633
alone,28,1,0.9520556020058626,1.1384558273013334
alone,28,1,0.965480761914189,1.2568779189383157
alone,28,1,0.9458905081962894,1.1165732150179082
alone,28,1,0.9254955613846032,0.9822725628183215
alone,28,1,0.9639562555679942,1.2405016667782323
alone,28,1,0.9656555231125294,1.243749199956845
alone,28,1,0.9761427105068167,1.3299774460173237
alone,28,1,0.9679617748634597,1.24277428029677
alone,28,1,0.9635573999502863,1.172820555899461
alone,28,1,0.9871989822552913,1.474116596236543
alone,28,1,0.9674510273892754,1.2632135909291977
alone,28,1,0.9675924299200824,1.258053555016606
alone,28,1,0.9655934620303861,1.231825115109382
alone,28,1,0.9548773358208719,1.1338770209326463
alone,28,1,0.9110802880016846,0.9060334167588828
alone,28,1,0.9850945617505639,1.4542424053091012
alone,28,1,0.9739437232221392,1.2992342098736835
alone,28,1,0.984490655832467,1.4535594521706847
alone,28,1,0.9919932931706975,1.6305571718031295
alone,28,1,0.9440514306079847,1.1227764962763482
alone,28,1,0.9909501586182147,1.6094261653326576
alone,28,1,0.971870721944378,1.3175012547147522
alone,28,1,0.92336269549767,0.9845554665290674
alone,28,1,0.9410619619749014,1.0633813776841117
alone,28,1,0.9263141740481743,1.0006349743483587
alone,28,1,0.9286324919896919,1.031252010593893
alone,28,1,0.8797960365141382,0.8104631539179937
alone,28,1,0.9845531226652247,1.448719146842048
alone,28,1,0.9316913540117843,1.0136174239613407
alone,28,1,0.9391742335807126,1.0715643450422927
alone,28,1,0.9697439081686712,1.2489381843422782
alone,28,1,0.886532636339776,0.8982033805707268
alone,28,1,0.9690917724913267,1.2950550035571917
alone,28,1,0.9488529570571064,1.150835572335739
alone,28,1,0.9075562327481569,0.9879564263367517
alone,28,1,0.9832425442664565,1.4690107447900258
alone,28,1,0.9469780701091605,1.1283975804741815
alone,28,1,0.9806432242346994,1.4177313042083972
alone,28,1,0.964353574858603,1.275835923723419
alone,28,1,0.9559698799112964,1.1493248664181588
alone,28,1,0.9932638596636801,1.6903509153770813
alone,28,1,0.9584775222484074,1.1291642002074278
alone,28,1,0.9325636611141311,0.9961439702077592
alone,28,1,0.9830226139574785,1.47527793188854
alone,28,1,0.9698471025567411,1.3039800837646136
alone,28,1,0.939545360474517,1.0609399839017883
alone,28,1,0.868756397769155,0.8084596615935775
alone,28,1,0.7651966392979415,0.6304687493522793
alone,28,1,0.5792221313022936,0.3597358857590993
alone,28,1,0.9548523796148557,1.1530956275450799
alone,28,1,0.9953794151069616,1.7789217610876944
alone,28,1,0.9881827550551646,1.509027478362786
alone,28,1,0.9706427821164575,1.2534131149151044
alone,28,1,0.9712949403983944,1.2554832498153607
alone,28,1,0.9802782082149365,1.4023790049274174
alone,28,1,0.9635561774547325,1.238537038552162
alone,28,1,0.9678569272264227,1.2841484030625385
alone,28,1,0.9678028914112239,1.287463143402701
alone,28,1,0.9243359415967632,1.0112587274972835
alone,28,1,0.8449836371141286,0.8193764257357979
alone,28,1,0.9549750859449342,1.1672919277264153
alone,28,1,0.960146833495827,1.2029218347550719
alone,28,1,0.9524672538302741,1.1152843408028452
alone,28,1,0.9799547455309036,1.4011801512562583
alone,28,1,0.9701166934977814,1.2627838317797015
alone,28,1,0.9853147041277703,1.498799472916887
alone,28,1,0.9330346037315395,1.0449522675324816
alone,28,1,0.936313897012519,1.0649057019647579
alone,28,1,0.9683418288149487,1.286593872094659
alone,28,1,0.953155903832026,1.1330022975358571
alone,28,1,0.9779698682016815,1.3690127873246385
alone,28,1,0.9798596012823936,1.3987764612931528
alone,28,1,0.9626938283571157,1.2469239065214748
alone,28,1,0.9876411494965146,1.509865764386224
alone,28,1,0.9900793722479331,1.538464703052725
alone,28,1,0.9930360149052292,1.6898067144731226
alone,28,1,0.8808783030178606,0.8412112796178038
alone,28,1,0.8643214369742973,0.8037326012446839
alone,28,1,0.6631778734630749,0.4270852765161859
alone,28,1,0.975291154482509,1.3563658999572215
alone,28,1,0.9685760301764561,1.283549155671503
alone,28,1,0.9643432973613515,1.253381266875424
alone,28,0,0.0005778452761981727,-1.7987974775764135
alone,28,0,0.9273532010073045,0.9994206144893358
alone,28,0,0.4346490077766346,0.24214262582056484
alone,28,0,0.0021914356914006948,-1.4060548500879153
alone,28,0,0.0016748735300781538,-1.4677984777213071
alone,28,0,0.004229398420195348,-1.2597266256276431
alone,28,0,0.002408895273977932,-1.417835326310426
alone,28,0,0.004619557160574912,-1.2064369574388534
alone,28,0,0.32246278543922513,0.06136246580739704
alone,28,0,0.001328077133117318,-1.550815214300807
alone,28,0,0.003645995455779129,-1.2666695111919233
alone,28,0,0.006969104504249874,-1.1044372810250205
alone,28,0,0.9273914071996647,1.0169199888085352
alone,28,0,0.026239841856673513,-0.7578628220576047
alone,28,0,0.00048547674540484894,-1.8264357400428959
alone,28,0,0.6706735484022893,0.47209222087243496
alone,28,0,0.1943824057915802,-0.09351163078298938
alone,28,0,0.0007078237091925288,-1.7579515431453263
alone,28,0,0.04520766767413287,-0.5327633462523899
alone,28,0,0.002097856982247502,-1.41536329074843
alone,28,0,0.819411972672691,0.7153157555537839
alone,28,0,0.0005014029241049671,-1.8075318212589282
alone,28,0,0.017461193051090267,-0.8255334637954446
alone,28,0,0.5430424411142595,0.3649888851295117
alone,28,0,0.33091801951612965,0.08243474581846831
alone,28,0,0.005935575746034105,-1.1053824951351126
alone,28,0,0.0021417674583719725,-1.441495593067486
alone,28,0,0.0033004834441691736,-1.285210178458023
alone,28,0,0.02412636464307383,-0.7496365535006961
alone,28,0,0.0009663959079709068,-1.6539757243170317
alone,28,0,0.0007481778135822114,-1.6732453540739578
alone,28,0,0.08807512779215353,-0.366007489157552
alone,28,0,0.0009580988447384778,-1.6359410845617268
alone,28,0,0.09800658930623049,-0.31273270740450687
alone,28,0,0.00831197175925328,-1.0449099068884993
alone,28,0,0.002636030593111289,-1.3477676269674146
alone,28,0,0.00844974863536401,-1.0329736773005882
alone,28,0,0.0003850060220676684,-1.906509369808117
alone,28,0,0.03987359405834006,-0.5611150951523524
alone,28,0,0.002701530888807914,-1.3520395629749593
alone,28,0,0.00477820454160121,-1.242817120316072
alone,28,0,0.0024065997335154356,-1.4154259809501977
alone,28,0,0.143591687773496,-0.18145991759834493
alone,28,0,0.001358224562322955,-1.5144757050528688
alone,28,0,0.18252172766349473,-0.13073068469146412
alone,28,0,0.0015746281928501408,-1.5270905867347129
alone,28,0,0.14779630302129712,-0.15537359577966886
alone,28,0,0.0027905590784366475,-1.3597285797215604
alone,28,0,0.0009155993965109996,-1.6315103842167211
alone,28,0,0.04833377029308302,-0.5276631321137104
alone,28,0,0.004091180744967783,-1.2108159581658273
alone,28,0,0.002566345074245171,-1.3963420858658055
alone,28,0,0.026246916754130715,-0.7079669138170298
alone,28,0,0.003714026164943672,-1.2227141182470318
alone,28,0,0.0005514936358071224,-1.8229946367019556
alone,28,0,0.3706045102564466,0.13279741708763548
alone,28,0,0.0220278289044938,-0.7191724063227435
alone,28,0,0.0022965423081837055,-1.4295403821114039
alone,28,0,0.01174032012252233,-0.9275427711003325
alone,28,0,0.0003283889386061766,-1.9266493388652375
alone,28,0,0.001955398674905401,-1.4594064719899391
alone,28,0,0.0019146353082177571,-1.4463842723559321
alone,28,0,0.00290754449023077,-1.308333687078498
alone,28,0,0.06760374048580861,-0.4357962195747008
alone,28,0,0.011187024662257036,-0.9606946331638532
alone,28,0,0.6085625396277016,0.39643789844317756
alone,28,0,0.9223722518547053,0.9935982870715957
alone,28,0,0.8757297326699703,0.8315162778628198
alone,28,0,0.42010569146754145,0.1668422039215574
alone,28,0,0.0011795266950296677,-1.5810201564619026
alone,28,0,0.029519837062185278,-0.6551168754061217
alone,28,0,0.001263181230683043,-1.5638495498404326
alone,28,0,0.02293311028359113,-0.7797961431272302
alone,28,0,0.9080997549835454,0.967659028595177
alone,28,0,0.009706154118258398,-1.0216658423512133
alone,28,0,0.002662386533596925,-1.3525762413950462
alone,28,0,0.015632974325141578,-0.8581138579086814
alone,28,0,0.0009580664705027763,-1.6235428013824107
alone,28,0,0.007174332608069766,-1.0938226983198054
alone,28,0,0.0007224907353066477,-1.6986682112903333
alone,28,0,0.0017352077326704077,-1.481849150387812
alone,28,0,0.0019391196903786557,-1.4090537388663025
alone,28,0,0.418466762470462,0.22147927865285444
alone,28,0,0.1296781117517259,-0.23171077649308922
alone,28,0,0.022375775277504523,-0.771727682160005
alone,28,0,0.0011665277792822226,-1.5656183831771242
alone,28,0,0.0008110220322047831,-1.698512633283371
alone,28,0,0.0051177075377581305,-1.1683583511296276
alone,28,0,0.001887191213769599,-1.4290402324039264
alone,28,0,0.00036397997788498995,-1.9073718988890613
alone,28,0,0.02620805908269267,-0.7175685501523803
alone,28,0,0.0028002958729801738,-1.3368921497901343
alone,28,0,0.11149816554177373,-0.24208232712921723
alone,28,0,0.5222176635345176,0.3143013989161695
alone,28,0,0.0012134414577671527,-1.5741231759739467
alone,28,0,0.7414058637296865,0.5813030329969504
alone,28,0,0.0026859008022153017,-1.3496307389831983
alone,28,0,0.09127055876950203,-0.33757435224652205
alone,28,0,0.002229189930271748,-1.4645929512811868
alone,28,0,0.0010830444017894292,-1.6024664701610831
alone,32,1,0.906286011971219,1.1543561410272376
alone,32,1,0.8478248301270914,0.927990096681264
alone,32,1,0.9489231773732196,1.3930238686953764
alone,32,1,0.8418488620733517,0.9234482146701224
alone,32,1,0.7390015797749514,0.7016214229995519
alone,32,1,0.8258412835547055,0.8761664319482932
alone,32,1,0.9577629749617953,1.4819366105761194
alone,32,1,0.9807294719482126,1.7804415107671505
alone,32,1,0.9199008535844103,1.2120343357482835
alone,32,1,0.9508642926332838,1.415198259893303
alone,32,1,0.9004940723676401,1.1363320486351132
alone,32,1,0.9701749356422055,1.62548468182896
alone,32,1,0.8820107875553532,1.0489761178835124
alone,32,1,0.9213751107281043,1.2259278727862823
alone,32,1,0.981699653134315,1.8121934516030063
alone,32,1,0.890590686737646,1.080781661840816
alone,32,1,0.9149860833171661,1.2059638420810206
alone,32,1,0.961288685856122,1.5097486474671882
alone,32,1,0.9593638708241773,1.4778522438238455
alone,32,1,0.9688331576431204,1.5821010886754237
alone,32,1,0.9310224617265785,1.2606892860670984
alone,32,1,0.8189613094243948,0.8721229600197542
alone,32,1,0.9760515455040085,1.6820308144950036
alone,32,1,0.9576052042280034,1.4676466786706528
alone,32,1,0.9626951487150402,1.5166467528144938
alone,32,1,0.9707741322266092,1.6240560621151445
alone,32,1,0.9617117698217396,1.5280352450209953
alone,32,1,0.9822814810068353,1.812234784115144
alone,32,1,0.9711139555868625,1.6203237530726553
alone,32,1,0.9618399788700409,1.5044256139655485
alone,32,1,0.9733695620404228,1.6494719575206673
alone,32,1,0.9519045203642313,1.4267514180915004
alone,32,1,0.8865103810439933,1.0843882657973225
alone,32,1,0.9810871011611074,1.7931953021268583
alone,32,1,0.9701134246522063,1.6158033024077922
alone,32,1,0.9848067984229556,1.8698509922495878
alone,32,1,0.9929567915596363,2.1543715730986155
alone,32,1,0.9558126085419199,1.4489286793359546
alone,32,1,0.9924574034475534,2.134555318755795
alone,32,1,0.9830185650744553,1.8095828806667638
alone,32,1,0.959864448971194,1.484808533215361
alone,32,1,0.9188975634017861,1.2175662362896542
alone,32,1,0.9316323546550119,1.2736131406380942
alone,32,1,0.9320091540495066,1.2713323761700615
alone,32,1,0.8144238962174813,0.8717668741292619
alone,32,1,0.9875042628044162,1.9440173406741574
alone,32,1,0.8943315063985718,1.1017394144424064
alone,32,1,0.937667745237511,1.3192979815488706
alone,32,1,0.9610636327355115,1.5082687733687823
alone,32,1,0.9208697055139777,1.2079926788705313
alone,32,1,0.9763293403462098,1.6874383686278922
alone,32,1,0.8594763781737937,0.9692244382557174
alone,32,1,0.9094415763576529,1.150274556518724
alone,32,1,0.9850719931827756,1.8568219021238275
alone,32,1,0.9501802328714659,1.4021797361242816
alone,32,1,0.9829949687140564,1.8216395143668904
alone,32,1,0.9687209045547137,1.565035729878938
alone,32,1,0.9521322089140771,1.4250059466079392
alone,32,1,0.9922497956071423,2.1117153886620823
alone,32,1,0.9233912517872803,1.2474250538558838
alone,32,1,0.9105184606069715,1.1837832901884973
alone,32,1,0.981646984551577,1.7787360177802944
alone,32,1,0.9587021952696911,1.4703317745829547
alone,32,1,0.9419085553151834,1.3438952116970648
alone,32,1,0.830038321947741,0.8877490099194589
alone,32,1,0.7662081705426063,0.7326397686315272
alone,32,1,0.717633696227906,0.6519925988740805
alone,32,1,0.931529526353729,1.272866257721037
alone,32,1,0.9948030392525548,2.286141332593973
alone,32,1,0.9844608435332537,1.8679344175518764
alone,32,1,0.9550400963845707,1.4481723779893672
alone,32,1,0.9760412267472047,1.7009615646001652
alone,32,1,0.9739782762655868,1.649498346641567
alone,32,1,0.9591438809931927,1.4750287915295694
alone,32,1,0.9498285165204515,1.3952134907221745
alone,32,1,0.9792960609590126,1.7345958360045186
alone,32,1,0.8935522322710466,1.0971619793729273
alone,32,1,0.8494175675648025,0.9258694108947119
alone,32,1,0.9265892986128645,1.245615635757766
alone,32,1,0.9504816035217735,1.407624072919954
alone,32,1,0.9150527517455073,1.1990003236682791
alone,32,1,0.9779421218756779,1.7214571074080707
alone,32,1,0.978995104012562,1.7547480858290065
alone,32,1,0.9858822129560026,1.89060018595016
alone,32,1,0.8378159432720693,0.9150937759827545
alone,32,1,0.9130050553714919,1.180419190938066
alone,32,1,0.9751856041861259,1.6636594891132792
alone,32,1,0.9510371975840194,1.4101749228187754
alone,32,1,0.9658693332547008,1.5483933146349085
alone,32,1,0.9903055797833358,2.029969483022758
alone,32,1,0.971182201218063,1.601147136224136
alone,32,1,0.9867855168300166,1.9245917243465767
alone,32,1,0.9913228361641647,2.09957757529
alone,32,1,0.9960490458281688,2.3525938936380566
alone,32,1,0.8196120888328521,0.8770298331720857
alone,32,1,0.8657043725262547,1.0036897302535883
alone,32,1,0.6194541050069031,0.49709662242852815
alone,32,1,0.982531606314626,1.7994597236098262
alone,32,1,0.9705257555515259,1.6113456404781639
alone,32,1,0.9629950548680798,1.5070434840317988
alone,32,0,0.00016558729770699173,-2.9910621993865196
alone,32,0,0.95946683158223,1.4900484219810235
alone,32,0,0.48239485570925017,0.25012734507855294
alone,32,0,0.00011511822796405554,-3.1395679435252113
alone,32,0,0.0005143602101843012,-2.587982766991378
alone,32,0,0.0016512709827920208,-2.1238591452974664
alone,32,0,0.0007115058163938453,-2.4388234465316394
alone,32,0,0.0013965450814544004,-2.1957626167872806
alone,32,0,0.14093042595518046,-0.380922408137367
alone,32,0,0.0002830372581817475,-2.7988352026774717
alone,32,0,0.00023506468368668143,-2.8602420094686414
alone,32,0,0.006398024179417037,-1.6142844125576732
alone,32,0,0.9335310456827808,1.286583850925495
alone,32,0,0.012350583363932915,-1.360824816923222
alone,32,0,0.00011964240040088796,-3.121813261274065
alone,32,0,0.5005776324723805,0.29232468883343077
alone,32,0,0.1438081818555518,-0.3941933064246952
alone,32,0,0.0002849680357375326,-2.7824012805536866
alone,32,0,0.0007011644425807493,-2.4645437298145003
alone,32,0,0.00020368653578488783,-2.929724782256447
alone,32,0,0.8142780702359195,0.8528606878211263
alone,32,0,0.0003305951191233622,-2.7497518726678654
alone,32,0,0.02381603417363362,-1.1187671665641892
alone,32,0,0.3342825884432248,0.021229952994437737
alone,32,0,0.251317077318615,-0.11475904702775414
alone,32,0,0.0009414630395896627,-2.364714581196694
alone,32,0,0.000361510934758309,-2.7063646985296943
alone,32,0,0.0006262523471099163,-2.50622715119205
alone,32,0,0.0034478742117157505,-1.8594858416113622
alone,32,0,0.00013108707421511536,-3.0898503630739067
alone,32,0,0.0017459573528063055,-2.120871003683756
alone,32,0,0.021525086982284145,-1.1528575500849436
alone,32,0,0.0004352070779167211,-2.6309983025720114
alone,32,0,0.07447375051196954,-0.6678639923396381
alone,32,0,0.0009385544350933666,-2.3551949866452233
alone,32,0,0.0006748015257816432,-2.4661532569009417
alone,32,0,0.003437938866575757,-1.851637138898833
alone,32,0,0.0001665373535897788,-3.0033671926328593
alone,32,0,0.01284926712185539,-1.3666798018085378
alone,32,0,0.0014939344577341869,-2.17348036392097
alone,32,0,0.0015207553088290512,-2.143328067967432
alone,32,0,0.0016359306772379088,-2.12153313188483
alone,32,0,0.31612328700297015,-0.0070929551575802385
alone,32,0,0.00028320397884935036,-2.8053330066471274
alone,32,0,0.051137423404712744,-0.810472323003471
alone,32,0,0.0005846729286063481,-2.528645039240892
alone,32,0,0.026495606579944462,-1.0977913259879966
alone,32,0,0.0002774509658683837,-2.7969360669892236
alone,32,0,0.0001227661638882379,-3.1258956756153937
alone,32,0,0.015707537033155656,-1.2785431264171332
